cj,gg,name,price,price2,price3,xq
黑龙江中桂制药有限公司,10ml*10支/盒,复方鱼腥草糖浆, ￥8.2,,,效期：2022年01月
,,,,,,
广东恒诚制药股份有限公司,0.393g*36片/盒,复方鱼腥草片, ￥4.3,,,效期：2021年07月
广西邦琪药业集团有限公司,0.5g/片*12片/盒,清感穿心莲片（糖衣片）, ￥2.4,,,效期：2021年03月
河南省济源市济世药业有限公司,360丸/瓶/盒,六味地黄丸(浓缩丸), ￥10.2,,,效期：2024年12月
吉林省康福药业有限公司,9g*6袋,稚儿灵颗粒, ￥4.8,,,效期：2022年08月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,跌打冷敷贴(桂龙膏药), ￥9.7,,,效期：2022年11月
佐今明制药股份有限公司,0.32g*12片/板*4板/盒,消食养胃片, ￥8,,,效期：2022年01月
江苏恒瑞医药股份有限公司,0.3g*10粒,加巴喷丁胶囊(派汀), ￥12.2,,,效期：2021年12月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,腰腿冷敷贴(桂龙膏药), ￥9.7,,,效期：2022年10月
德州德药制药有限公司,10mg*72片/瓶/盒,硝苯地平缓释片（I）(得高宁), ￥18.8,,,效期：2021年04月
天士力医药集团股份有限公司,0.15g*6袋,穿心莲内酯滴丸, ￥10,,,效期：2022年04月
,,,,,,
河南省济源市济世药业有限公司,360丸/瓶/盒,健脾丸(浓缩丸), ￥10.2,,,效期：2024年02月
云南大唐汉方制药股份有限公司,0.6g*12片*4板/盒,香砂养胃片, ￥5.5,,,效期：2021年03月
四川成都同道堂制药有限责任公司,0.32g*60片/瓶/盒,复方丹参片（薄膜衣）, ￥3.3,,,效期：2021年05月
黑龙江天龙药业有限公司,0.7克*6粒/盒,复方小儿退热栓, ￥5.6,,,效期：2021年08月
浙江京新药业股份有限公司,0.1g*6片,盐酸左氧氟沙星片, ￥1,,,效期：2022年03月
广西麦克健丰制药有限公司,10g*10袋,抗感解毒颗粒, ￥8,,,效期：2022年01月
三门峡广宇生物制药有限公司,0.26g*100片,冬凌草片, ￥3.9,,,效期：2021年10月
东北制药集团沈阳第一制药有限公司,0.25g*6粒,地衣芽孢杆菌活菌胶囊(整肠生), ￥8.5,,,效期：2022年03月
扬州一洋制药有限公司,15ml：1.5g*12袋/盒,铝镁加混悬液(安达), ￥22.3,,,效期：2023年02月
,,,,,,
海南先声药业有限公司,0.3125g*12片/盒,阿莫西林克拉维酸钾片, ￥12.1,,,效期：2022年01月
吉林省九阳药业有限公司,0.15g*8粒*2板,罗红霉素胶囊, ￥4,,,效期：2021年02月
湖南九典制药有限公司,0.25g*3片/盒,硝呋太尔阴道片(片刻清), ￥10.2,,,效期：2022年04月
鼎复康药业股份有限公司,10粒/板*2板/盒,复方氨酚烷胺胶囊(玺福康), ￥4.3,,,效期：2022年08月
西安利君制药有限责任公司,0.125g*24片,琥乙红霉素片(利君沙), ￥7.58,,,效期：2021年04月
贵州科辉制药有限责任公司,5g*12袋,小儿氨酚黄那敏颗粒(水果味), ￥4.3,,,效期：2022年01月
IPR PHARMACEUTICALS INCORPORATED,10mg*7片,瑞舒伐他汀钙片(可定), ￥36,,,效期：2022年09月
哈药集团制药六厂,12片,复方氨酚烷胺片, ￥3.3,,,效期：2021年09月
,,,,,,
广东彼迪药业有限公司,5mg*7片,苯磺酸氨氯地平片(彼洛平), ￥4.3,,,效期：2022年02月
长春人民药业集团有限公司,0.1g*18片*1板/盒,磷霉素钙片, ￥5.8,,,效期：2022年10月
江西樟树市正康医药生物科技有限公司,4贴,征途晕车贴（肚脐型） ( ), ￥1.9,,,效期：2021年12月
沈阳管城制药有限责任公司,0.15g*21片/盒,罗红霉素分散片, ￥6.6,,,效期：2022年01月
吉林省东北亚药业股份有限公司,0.25g*60片,珍菊降压片, ￥5,,,效期：2022年10月
河南省济源市济世药业有限公司,480丸,健脾丸 (浓缩丸), ￥14,,,效期：2023年10月
山西利丰华瑞制药有限责任公司,25ug*100片,维生素B12片, ￥1.05,,,效期：2021年09月
,,,,,,
沈阳东陵药业股份有限公司,10g/袋*9袋/盒,降脂宁颗粒(健达), ￥6.4,,,效期：2022年03月
东北制药集团沈阳第一制药有限公司,0.5g*8片/板/盒,磷霉素钙片(维尼康), ￥6.6,,,效期：2023年01月
海南海神同洲制药有限公司,0.15g*20片,罗红霉素分散片, ￥6.8,,,效期：2022年02月
福州绿野生化技术有限公司,50g/盒,医用冷敷凝胶（芦荟胶）(秀雨), ￥11.7,,,效期：2022年04月
莱阳市江波制药有限责任公司,100ml/瓶/盒,莱阳梨止咳糖浆, ￥6.5,,,效期：2021年03月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,软组织损伤冷敷贴(桂龙膏药), ￥9.7,,,效期：2022年09月
,,,,,,
陕西华西制药股份有限公司,0.3g*2*10粒/板/盒,感速康胶囊, ￥5.3,,,效期：2021年05月
江西水滴药业有限公司,30ml/瓶/盒,虱疥一扫光抑菌喷剂(水一牌草本抑菌喷剂), ￥4.8,,,效期：2021年11月
大理白族自治州中药制药有限公司,15片*2板,咳喘宁, ￥5,,,效期：2022年06月
UCB Pharma S.A.生产 优时比（珠海）制药有限公司分包装,0.25g*30片,左乙拉西坦片(开浦兰), ￥118,,,效期：2022年03月
辽宁康博士制药有限公司,5mg*36片/盒,苯磺酸氨氯地平片(玺福康), ￥8.5,,,效期：2023年02月
,,,,,,
珠海润都制药股份有限公司,0.125g*8粒,阿奇霉素肠溶胶囊, ￥14,,,效期：2021年11月
黑龙江诺捷制药有限责任公司,0.1g*12袋,阿奇霉素干混悬剂, ￥7,,,效期：2021年10月
康普药业股份有限公司,50mg*18袋,头孢克肟颗粒, ￥8.3,,,效期：2021年12月
南昌市飞弘药业有限公司,0.1g*20片,乳酸亚铁片, ￥5.8,,,效期：2021年09月
,,,,,,
四川成都同道堂制药有限责任公司,0.32g*100片/瓶/盒,复方丹参片（薄膜衣）, ￥2.29,,,效期：2021年05月
沈阳红药集团股份有限公司,10袋/盒,冠心丸（糖衣丸）, ￥13.5,,,效期：2022年08月
杭州易舒特药业有限公司,150ml  （不带冲洗器）,甘霖洗剂(易舒特), ￥13.3,,,效期：2022年12月
,,,,,,
石药集团欧意药业有限公司,0.1g*6袋,阿奇霉素干混悬剂, ￥5.3,,,效期：2021年08月
江西远东药业股份有限公司,150ml/瓶/盒,小儿止咳糖浆, ￥5.3,,,效期：2021年06月
,,,,,,
江西兴鹏实业有限公司,8g/袋*20袋/盒,益母草泡脚足浴粉, ￥5.8,,,效期：2022年03月
,,,,,,
