cj,gg,name,price,price2,xq
江西银涛药业有限公司,0.2g*20粒,布洛芬胶囊,￥2.80,≈￥2.63,效期：2022年01月
海南妙音春制药有限公司,0.3g*12粒/板/盒,布洛芬缓释胶囊(玺福康),￥3.80,≈￥3.57,效期：2021年11月
山西云鹏制药有限公司,11粒*2板,布洛芬缓释胶囊,￥4.20,≈￥3.95,效期：2021年07月
长春普华制药股份有限公司,8ml,苄达赖氨酸滴眼液,￥8.50,≈￥7.99,效期：2021年08月
参天制药株式会社,5ml:0.25,吡诺克辛滴眼液(卡林优),￥11.30,≈￥10.62,效期：2021年07月
武汉太福制药有限公司,200丸,鼻渊丸,￥14.20,≈￥13.35,效期：2022年08月
广东新峰药业股份有限公司,60片,鼻舒适片(糖衣片),￥2.60,≈￥2.44,效期：2022年09月
太极集团重庆桐君阁药厂有限公司,10ml*6支,鼻窦炎口服液,￥16,≈￥15.04,效期：2022年11月
贵州联盛药业有限公司,2.5mgx10片/板x2板/盒,苯磺酸左旋氨氯地平片(福斯多),￥14,≈￥13.16,效期：2022年06月
山西华元医药生物技术有限公司,5mg*40片,苯磺酸氨氯地平片,￥7.40,≈￥6.96,效期：2021年09月
北京泰德制药股份有限公司,40ug*10片,贝前列素钠片,￥53,≈￥49.82,效期：2022年10月
江西正信堂生物科技有限公司,20g,宝宝湿疹膏,￥3,≈￥2.82,效期：2022年03月
回音必集团安徽制药有限公司,180ml,半夏糖浆,￥6.50,≈￥6.11,效期：2021年09月
海南海灵化学制药有限公司,20mg*14粒,奥美拉唑肠溶胶囊,￥6,≈￥5.64,效期：2021年07月
长春新安药业有限公司,12片/板*1板/盒,氨基比林咖啡因片,￥1.10,≈￥1.03,效期：2021年09月
辽宁康博士制药有限公司,10片*2板,氨酚咖黄烷胺片,￥5.30,≈￥4.98,效期：2021年03月
珠海联邦制药股份有限公司中山分公司,0.25g*24粒,氨苄西林胶囊,￥13.50,≈￥12.69,效期：2023年01月
重庆科瑞制药（集团）有限公司,0.25g*24粒,氨苄西林胶囊,￥2.85,≈￥2.68,效期：2021年05月
阿斯利康制药有限公司,20mg*7片,艾司奥美拉唑镁肠溶片(耐信),￥61.50,≈￥57.81,效期：2022年05月
重庆科瑞制药（集团）有限公司,0.1g*12片/板*2板/小盒,阿昔洛韦片,￥2.55,≈￥2.4,效期：2022年12月
黑龙江天辰药业有限公司,10g,阿昔洛韦凝胶,￥3.10,≈￥2.91,效期：2021年10月
石家庄康力药业有限公司,25mg*100片,阿司匹林肠溶片,￥0.86,≈￥0.81,效期：2021年10月
黑龙江诺捷制药有限责任公司,0.1g*12袋,阿奇霉素干混悬剂,￥6.80,≈￥6.39,效期：2021年10月
东北制药集团沈阳第一制药有限公司,0.25g*6片/板*2板/盒,阿奇霉素分散片(其仙),￥8,≈￥7.52,效期：2022年01月
珠海润都制药股份有限公司,0.125g*8粒,阿奇霉素肠溶胶囊,￥13.80,≈￥12.97,效期：2021年11月
石药集团中诺药业（石家庄）有限公司,0.375g*6片,阿莫西林克拉维酸钾片(中诺艾琳),￥4.20,≈￥3.95,效期：2021年11月
圣大（张家口）药业有限公司,156.25mg*12片,阿莫西林克拉维酸钾分散片（4:1）(尤林加),￥7.65,≈￥7.19,效期：2021年12月
哈药集团制药总厂,0.5g*24粒/盒,阿莫西林胶囊(益萨林),￥7,≈￥6.58,效期：2022年09月
安徽安科恒益药业有限公司,0.25g*12粒*3板/盒,阿莫西林胶囊(玺福康),￥5.50,≈￥5.17,效期：2022年06月
国药集团汕头金石制药有限公司,0.5g*30粒,阿莫西林胶囊,￥6.50,≈￥6.11,效期：2022年01月
澳美制药厂,0.25g*20袋,阿莫西林干混悬剂,￥13,≈￥12.22,效期：2020年11月
西南药业股份有限公司,0.25g*24片,阿莫西林分散片,￥5,≈￥4.7,效期：2021年05月
广东南国药业有限公司,100包,阿咖酚散(解热止痛散),￥4.75,≈￥4.47,效期：2022年02月
LEO Pharma A/S  (丹麦利奥制药有限公司）,0.25ug*30粒/盒,阿法骨化醇软胶囊 (依安凡),￥27,≈￥25.38,效期：2022年11月
四川明欣药业有限责任公司,10g,阿达帕林凝胶,￥6.80,≈￥6.39,效期：2021年10月
博福一益普生（天津）制药有限公司,3g*10袋/盒,F蒙脱石散,￥19.11,≈￥17.96,效期：2023年05月
博福一益普生（天津）制药有限公司,3g*10袋/盒,F蒙脱石散(思密达（草莓味）),￥19.11,≈￥17.96,效期：2023年06月
江苏康缘药业股份有限公司,0.31g*50粒,F桂枝茯苓胶囊,￥22.50,≈￥21.15,效期：2022年07月
四川海思科制药有限公司,0.5mg*7粒,F恩替卡韦胶囊,￥13.50,≈￥12.69,效期：2021年10月
亚宝药业集团股份有限公司,1.6g*2贴,F丁桂儿脐贴(宝宝一贴灵),￥11.30,≈￥10.62,效期：2021年07月
江西鑫源欣实业有限公司,20ml*6支/盒,50%葡萄糖饮品,￥4,≈￥3.76,效期：2021年12月
江西兴华生物科技有限公司,15g/支/盒,（狼迪）苗岭毒草抑菌乳膏,￥3.50,≈￥3.29,效期：2021年05月
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
