cj,gg,name,price,price2,券后价,xq
三才石岐制药股份有限公司,规格：50mg*20粒,天麻素胶囊,5.8,,5.34,效期： 2021-09-20 
浙江普洛康裕制药有限公司,规格：90.65mg*8袋,盐酸头孢他美酯干混悬剂(康迈欣),4.6,,4.23,效期： 2021-04-30 
西藏藏诺药业股份有限公司,规格：每4丸重1g12丸/板*1板,二十五味珊瑚丸,9.5,,8.74,效期： 2023-02-28 
海南日中天制药有限公司,规格：0.1g*12粒,头孢克肟胶囊,6.2,,5.71,效期： 2021-09-30 
四川省长征药业股份有限公司,规格：0.15g*10粒*2板,利福喷丁胶囊,54,,49.7,效期： 2022-01-02 
湖北金龙药业有限公司,规格：0.32g*270片,复方丹参片,12,,11.04,效期： 2022-02-28 
上海勃林格殷格翰药业有限公司,规格：0.11g*10粒,达比加群酯胶囊,,￥170.00,,效期： 2021-11-30 
北京韩美药品有限公司,规格：12.72mg*30片,马来酸多潘立酮片,,￥8.80,8.1,效期： 2022-02-21 
广东粤威制药有限公司,规格：6.5cm*10cm*4片*3袋,辣椒风湿膏,7.45,,6.86,效期： 2022-07-31 
海南三叶制药厂有限公司,规格：20mg*14粒,奥美拉唑肠溶胶囊,7.6,,6.99,效期： 2021-11-30 
南京厚生药业有限公司,规格：5g*8袋,五维赖氨酸颗粒(维乐多),13.5,,12.42,效期： 2021-07-31 
四川省三星堆制药有限公司,规格：100片,桔梗冬花片,2.85,,2.62,效期： 2021-11-30 
吉林省吴太感康药业有限公司,规格：16片,复方氨酚烷胺片(感康),,￥13.00,,效期： 2021-10-31 
天方药业有限公司(原河南天方药业股份有限公司),规格：5mg*10片,(基)非那雄胺片,6.36,,5.85,效期： 2021-10-31 
九江捷豹药械有限公司,规格：5cm*12cm*4片,医用退热贴(感冒型),,￥4.00,3.68,效期： 2022-10-01 
河北万岁药业有限公司,规格：0.25g*24粒,乙肝解毒胶囊,2.8,,,效期： 2022-09-30 
广东众生药业股份有限公司,规格：0.41g*24片,众生片,14.5,,13.34,效期： 2021-08-11 
湖北远大天天明制药有限公司,规格：5g:15mg,盐酸左氧氟沙星眼用凝胶,15,,13.8,效期： 2021-10-31 
广州白云山中一药业有限公司,规格：30g,乌蛇止痒丸,16.8,,15.46,效期： 2022-10-31 
德州博诚制药有限公司,规格：20mg*42片,硝苯地平缓释片(II),9.5,,8.74,效期： 2021-11-20 
国药控股星鲨制药（厦门）有限公司,规格：0.1g*30粒,维生素E软胶囊(天然型),,￥6.00,,效期： 2020-12-31 
参天堂制药株式会社,规格：0.1%*5ml,氟米龙滴眼液,9.79,,9.01,效期： 2022-03-27 
湖北科田药业有限公司,规格：10g,华佗膏,3.6,,3.31,效期： 2023-08-31 
扬州中惠制药有限公司,规格：0.4g*36片,复方血栓通片,,￥16.10,14.82,效期： 2021-10-31 
广东一片天医药集团制药有限公司,规格：100片(薄膜衣),复方丹参片,,￥4.51,,效期： 2021-01-11 
湖北太子药业有限公司,规格：150ml,三蛇胆川贝糖浆,5.8,,5.34,效期： 2021-07-31 
海南日中天制药有限公司,规格：0.1g*7片,头孢地尼分散片,11.5,,10.58,效期： 2021-10-31 
通化颐生药业股份有限公司,规格：0.4g*18粒*2板,降糖宁胶囊,3.6,,3.31,效期： 2022-07-31 
长春海外制药集团有限公司,规格：0.35g*36片,花蛇解痒片,11.8,,10.86,效期： 2021-05-31 
西安远大德天药业有限股份有限公司,规格：0.15g*12粒,罗红霉素缓释胶囊(逻施立),10.1,,9.3,效期： 2021-10-31 
北京御生堂集团石家庄制药有限公司,规格：6g*6袋,开胸顺气丸,3.7,,3.41,效期： 2023-02-28 
湖北东信药业有限公司,规格：0.125g*24片,琥乙红霉素片,6,,5.52,效期： 2022-09-30 
上海全宇生物科技确山制药有限公司,规格：40mg：600mg*10粒,硫酸庆大霉素碳酸铋胶囊,3.3,,3.04,效期： 2021-06-30 
贵州太和制药有限公司,规格：0.4g*54粒,前列倍喜胶囊,41.5,,38.19,效期： 2021-09-27 
湖北潜江制药股份有限公司,规格：0.2g*6片,加替沙星片,2.85,,2.62,效期： 2022-03-31 
UCB Pharma S.A,规格：0.5g*30片,左乙拉西坦片(开浦兰),198,,182.22,效期： 2022-03-31 
广东汇通乳胶制品集团有限公司,规格：10只,天然胶乳橡胶避孕套(比翼鸟火辣颗粒型),3.5,,3.22,效期： 2024-12-31 
四川百利药业有限责任公司,规格：50mg*90袋,利巴韦林颗粒,23,,,效期： 2020-07-31 
华润紫竹药业有限公司,规格：5片,(艾悦)左炔诺孕酮炔雌醚片,8.3,,7.64,效期： 2025-01-01 
哈药集团三精明水药业有限公司,规格：50mg*24粒,胶体果胶铋胶囊,8.2,,7.55,效期： 2021-02-28 
西安利君方圆制药有限责任公司,规格：6g*10袋,小儿氨酚黄那敏颗粒,3.7,,3.41,效期： 2021-11-17 
石药集团恩必普药业有限公司,规格：0.1g*24粒,丁苯酞软胶囊,,￥215.00,,效期： 2022-10-31 
江西南昌桑海制药有限责任公司(原江西南昌桑海制药厂）,规格：0.28g*36粒,八珍益母胶囊,21.9,,20.15,效期： 2021-11-30 
湖北荷普药业股份有限公司,规格：0.25g*20瓶,注射用阿昔洛韦,0.9,,0.83,效期： 2021-11-01 
上海浦津林州制药有限公司（林州市亚神制药有限公司）,规格：1ml:10mg*10支,马来酸氯苯那敏注射液,6,,5.52,效期： 2022-10-31 
浙江康恩贝制药股份有限公司,规格：0.45g*12粒*2板,元胡止痛胶囊,7.9,,7.27,效期： 2022-10-31 
贵州泛德制药有限公司,规格：0.45g*10粒,五维甘草那敏胶囊,14.2,,13.07,效期： 2022-02-28 
芜湖绿叶制药有限公司,规格：0.3g*36粒,蛇胆陈皮胶囊,16.2,,14.91,效期： 2022-05-31 
圣大（张家口）药业有限公司,规格：156.25mg*12片,阿莫西林克拉维酸钾分散片(4:1),7.9,,7.27,效期： 2021-12-17 
药大制药有限公司（原中国药科大学制药有限公司）,规格：0.1g*24粒,曲尼司特胶囊,16,,14.72,效期： 2022-11-17 
广州白云山潘高寿药业股份有限公司,规格：210g,蛇胆川贝枇杷膏(潘高寿),,￥14.50,,效期： 2021-08-31 
吉林华康药业股份有限公司,规格：0.4g*24片,血栓心脉宁片,37,,34.05,效期： 2021-12-29 
广西日田药业集团有限责任公司,规格：0.3g*36片,丹七片,7.1,,6.53,效期： 2021-10-31 
江苏晨牌邦德药业有限公司,规格：20ml,克林霉素甲硝唑搽剂,5.2,,4.79,效期： 2022-01-13 
广东粤威制药有限公司,规格：7cm*10cm*4贴*3袋,麝香祛风湿膏,6.7,,6.17,效期： 2022-02-28 
桂林红会药业有限公司,规格：0.28g*24片,橘红枇杷片,3.6,,3.31,效期： 2021-02-28 
广东和平药业有限公司,规格：15g*12块,板蓝根茶,5.6,,5.15,效期： 2022-08-01 
四川古蔺肝苏药业有限公司,规格：3g*9袋,肝苏颗粒(无糖型),20,,18.41,效期： 2021-11-30 
黑龙江喜人药业集团有限公司,规格：20粒,人工牛黄甲硝唑胶囊,2.2,,2.02,效期： 2023-02-28 
浙江震元制药有限公司,规格：90.65mg*8袋,盐酸头孢他美酯干混悬剂,,￥6.50,,效期： 2021-05-31 
吉林佳泰制药有限公司,规格：0.25g*12片 *3小盒,参茸强肾片,10.9,,10.03,效期： 2021-08-31 
苏州工业园区天龙制药有限公司,规格：10ml,珍珠明目滴眼液,3.7,,3.41,效期： 2021-11-12 
广东逸舒制药股份有限公司,规格：5mg*6片,非那雄胺片(逸舒升),4.5,,,效期： 2021-09-03 
安士制药（中山）有限公司,规格：0.3g*6片,盐酸伐昔洛韦片,8,,7.36,效期： 2021-11-14 
广东众生药业股份有限公司,规格：0.5g*24粒,众生胶囊,,￥10.00,9.2,效期： 2021-10-27 
通化久铭药业有限公司,规格：0.3g*12粒*2板,银黄胶囊,3.3,,3.04,效期： 2022-07-31 
深圳京果制药有限公司,规格：0.2g*120粒,海狗丸,60,,55.22,效期： 2022-11-30 
成都第一制药有限公司,规格：0.1g*100片,维生素C片,1.3,,1.2,效期： 2021-07-31 
浙江朗柯生物工程有限公司,规格：60ml,生理性海水鼻腔喷雾器,23.95,,22.04,效期： 2022-07-01 
陕西郝其军制药股份有限公司,规格：0.45g*24粒,升血小板胶囊,46.5,,42.79,效期： 2022-03-17 
广东五洲药业有限公司,规格：0.2g*80片*100袋,干酵母片,,￥105.00,96.63,效期： 2021-12-31 
上海华源制药安徽广生药业有限公司,规格：200粒,补中益气丸(浓缩丸),4.4,,4.05,效期： 2023-12-31 
四川博仁药业有限责任公司,规格：净制1kg,艾叶,,￥15.31,,效期： 2023-03-17 
广东恒诚制药股份有限公司（原广东恒诚制药有限公司）,规格：15g*9袋,野菊花颗粒,9.7,,8.93,效期： 2021-10-31 
西南药业股份有限公司,规格：25mg*10片*2板,酒石酸美托洛尔缓释片(托西尔康),6.2,,5.71,效期： 2021-07-31 
山东孔府制药有限公司,规格：10ml*6支,健儿消食口服液,4.3,,3.96,效期： 2022-12-01 
成都第一制药有限公司,规格：10mg*1000片,维生素B6片,24.5,,22.55,效期： 2022-06-30 
成都地奥制药集团有限公司,规格：10mg*10粒,盐酸贝那普利片,,￥16.20,14.91,效期： 2022-11-13 
江苏鹏鹞药业有限公司,规格：20mg*100片,鲨肝醇片,27.8,,25.58,效期： 2022-11-30 
武汉鑫瑞药业有限公司,规格：10ml*10支,蛇胆川贝液,4.4,,4.05,效期： 2021-03-31 
广西南宁百会药业集团有限公司,规格：1000片,复方氢氧化铝片,49,,45.1,效期： 2021-09-30 
天津中盛海天制药有限公司,规格：4g*12片,金莲清热泡腾片,23,,21.17,效期： 2021-08-31 
美国PTI Royston LLC（分销商：葛兰素史克日用保健品(中国)有限公司）,规格：30片,保丽净假牙清洁片(局部假牙专用),27.5,,25.31,效期： 2021-10-31 
扬子江药业集团有限公司,规格：10mg*60片,枸橼酸他莫昔芬片,75,,69.02,效期： 2021-06-30 
山西华元医药生物技术有限公司,规格：0.25g*36片,清咽片,3.7,,3.41,效期： 2021-08-31 
陕西省科学院制药厂,规格：0.3g*36片,跳骨片,8.5,,7.82,效期： 2021-09-30 
仲景宛西制药股份有限公司,规格：200丸,知柏地黄丸,15.8,,14.54,效期： 2023-12-31 
扬子江药业集团南京海陵药业有限公司,规格：0.5mg*50粒,甲钴胺胶囊(奇信),33.9,,31.2,效期： 2022-10-31 
吉林省东方制药有限公司,规格：0.45g*30粒,血滞通胶囊,27.3,,25.12,效期： 2022-09-02 
四川天利合药业有限公司,规格：净制1kg,白扁豆,27.5,,25.31,效期：
四川康特能药业有限公司,规格：10ml*6支,去感热口服液,17.7,,16.29,效期： 2021-03-31 
北京协和药厂,规格：5mg*20片,非洛地平片,5.2,,4.79,效期： 2022-09-30 
广东百澳药业有限公司,规格：0.4g*27片,宫瘤清片,10.95,,10.08,效期： 2021-05-16 
石药集团远大(大连)制药有限公司,规格：15mg*7片*2板,盐酸吡格列酮片,10.3,,9.48,效期： 2022-06-30 
安徽安科余良卿药业有限公司,规格：7cm*10cm*5贴,活血止痛膏,14.3,,13.16,效期： 2022-03-02 
长春英平药业有限公司,规格：15g(软管),丹皮酚软膏,5.2,,4.79,效期： 2022-02-18 
哈尔滨同一堂药业有限公司,规格：0.5g*30片,盐酸二甲双胍缓释片,6.6,,6.07,效期： 2022-01-31 
辽宁华瑞联合制药有限公司(原丹东市通远药,规格：0.125g*9袋,头孢拉定颗粒,2.1,,1.93,效期： 2021-12-31 
湖南德康制药股份有限公司,规格：0.25g*24粒,妇科白带胶囊,6,,5.52,效期： 2021-10-31 
万特制药（海南）有限公司,规格：0.75g*7片,甲硝唑缓释片,4.38,,4.03,效期： 2022-07-31 
云南植物药业有限公司,规格：0.28g*100片,昆明山海棠片,6.3,,5.8,效期： 2021-06-24 
贵州三仁堂药业有限公司,规格：0.4g*36粒,双金胃疡胶囊,12.5,,11.5,效期： 2022-09-30 
瑞阳制药有限公司,规格：5mg*15片*2板,格列吡嗪片(丹泰),4.9,,4.51,效期： 2021-11-30 
广州诺金制药有限公司,规格：0.41g*30片,盆炎净片,8,,7.36,效期： 2022-04-30 
江苏远恒药业有限公司,规格：5ml(5ml:12.5mg),马来酸噻吗洛尔滴眼液,5.7,,5.25,效期： 2022-02-24 
贵州缔谊健康制药有限公司,规格：0.25g*30片,咽炎片,3.6,,3.31,效期： 2022-01-31 
上海青平药业有限公司,规格：10mg*100片,地巴唑片,2.4,,2.21,效期： 2022-11-10 
吉林金宝药业股份有限公司,规格：0.3g*60粒,止痛化癥胶囊,11,,10.12,效期： 2021-08-31 
山东淄博新达制药有限公司,规格：125mg*6袋,头孢克洛颗粒(新达罗),5.65,,5.2,效期： 2021-10-31 
常州制药厂有限公司,规格：1mg*100片,盐酸哌唑嗪片,,￥20.80,,效期： 2021-03-26 
四川好医生攀西药业有限责任公司委托四川好医生药业集团有限公司,规格：0.28g*60片,复方陈香胃片(钢锅装),2.55,,2.35,效期： 2022-02-12 
广西日田药业集团有限责任公司,规格：100ml,复方百部止咳糖浆,4.3,,3.96,效期： 2021-06-30 
丹东医创药业有限责任公司,规格：25mg*100片,枸橼酸喷托维林片,3.9,,3.59,效期： 2022-03-31 
山西德元堂药业有限公司,规格：0.3g*10粒,舒秘胶囊,8.7,,8.01,效期： 2022-07-31 
吉林京辉药业股份有限公司(原通化振霖药业),规格：14粒*1板*3小盒,腰息痛胶囊,5.5,,5.06,效期： 2022-02-28 
盘锦恒昌隆药业有限公司,规格：50mg*30片,熊去氧胆酸片,20.8,,19.14,效期： 2022-07-31 
湖南千金湘江药业股份有限公司,规格：80mg*7粒,缬沙坦胶囊,11.6,,10.68,效期： 2022-11-30 
江西银涛药业有限公司,规格：0.36g*24粒,复肾宁胶囊,5.5,,5.06,效期： 2021-07-31 
桂林华信制药有限公司,规格：30mg*30粒,格列齐特缓释胶囊(谐尔平),9.2,,8.47,效期： 2021-12-18 
广西药用植物园制药厂,规格：0.25g*10粒*4板,元胡止痛胶囊,5.15,,4.74,效期： 2022-07-07 
浙江圣博康药业有限公司,规格：60片,多维元素分散片(21),32,,29.45,效期： 2021-10-18 
成都兴沣瑞中药饮片有限责任公司,规格：切制/段1kg,竹叶柴胡,9.8,,9.02,效期：
四川美大康药业股份有限公司,规格：10ml*6支,小儿退热口服液,7.9,,7.27,效期： 2021-12-31 
吉林京辉药业股份有限公司(原通化振霖药业),规格：12片*1板*3小盒,胆香鼻炎片,8.5,,7.82,效期： 2021-08-31 
健民集团叶开泰国药(随州)有限公司,规格：0.8g*8片*4板,健胃消食片,4.9,,4.51,效期： 2021-11-30 
中美上海施贵宝制药有限公司,规格：60ml（3.2%）,对乙酰氨基酚口服溶液(百服咛),8.8,,8.1,效期： 2021-09-30 
广东粤威制药有限公司,规格：7cm*9.5cm*4贴*3袋,少林风湿跌打膏,7.5,,6.9,效期： 2022-01-31 
北京振东康远制药有限公司,规格：500mg*36片,碳酸钙D3片(Ⅱ),26,,23.93,效期： 2021-11-23 
内蒙古库伦蒙药有限公司,规格：30粒*2板,肉蔻五味丸,8.5,,7.82,效期： 2022-10-18 
江苏远恒药业有限公司,规格：10ml （0.55%）,复方氯化钠滴眼液,3,,2.76,效期： 2021-10-12 
山东仙河药业有限公司,规格：0.4g*12片*2板,复方仙鹤草肠炎片,14,,12.88,效期： 2021-02-28 
四川天利合药业有限公司,规格：净制1kg,款冬花,118,,108.6,效期：
昆明源瑞制药有限公司,规格：4mg*16片,坎地沙坦酯分散片,28.5,,26.23,效期： 2021-06-30 
广东万方制药有限公司,规格：0.45g*24,百合固金片（薄膜衣）,4.8,,4.42,效期： 2021-12-31 
山东罗欣药业集团股份有限公司,规格：50mg*12片,西洛他唑片,7.55,,6.95,效期： 2021-07-31 
山东博士伦福瑞达制药有限公司,规格：20g:7000U,肝素钠乳膏(海普林),13,,11.96,效期： 2021-11-21 
重庆科瑞制药(集团)有限公司,规格：10片,复方对乙酰氨基酚片(II),4.2,,3.87,效期： 2021-11-30 
哈尔滨快好药业有限公司,规格：15g*粉剂2包+6g*液剂2包,水杨酸复合洗剂,7.5,,6.9,效期： 2021-11-30 
沈阳兴齐眼药股份有限公司,规格：5g,小牛血去蛋白提取物眼用凝胶,35.4,,32.58,效期： 2021-11-30 
河南省济源市济世药业有限公司,规格：360丸,附子理中丸,8,,7.36,效期： 2024-09-02 
云南龙发制药股份有限公司,规格：0.55g*12片*2板,清眩片,5.15,,4.74,效期： 2022-01-31 
广东省惠州市中药厂有限公司,规格：72片,清热散结片,6.8,,6.26,效期： 2021-12-31 
重庆迪康长江制药有限公司,规格：0.5g*1000片,安乃近片,40,,36.81,效期： 2023-01-07 
贵州润生制药有限公司,规格：0.3g*18片*3板薄膜衣,六味消痔片,11.88,,10.93,效期： 2022-07-31 
兰州和盛堂制药股份有限公司（原兰州和盛堂制药有限公司）,规格：0.4g*12粒*2板,洁白胶囊,9.8,,9.02,效期： 2021-12-31 
成都第一制药有限公司,规格：50mg*24片,阿魏酸钠片(川芎素片),3.9,,3.59,效期： 2021-04-30 
长春大政药业科技有限公司,规格：250mg*36粒,盐酸二甲双胍肠溶胶囊,8.2,,7.55,效期： 2021-10-31 
株洲千金药业股份有限公司,规格：6g*10袋,加味逍遥丸,,￥12.00,11.04,效期： 2022-11-30 
江苏康缘药业股份有限公司,规格：0.42g*50粒,腰痹通胶囊,35.9,,33.04,效期： 2023-01-31 
四川明欣药业有限责任公司,规格：15g:0.15g,盐酸布替萘芬乳膏(明开欣),13.65,,12.56,效期： 2021-08-21 
杭州默沙东制药有限公司,规格：70mg*1片,阿仑膦酸钠片(福善美),59.6,,54.85,效期： 2021-10-15 
四川省迪威药业有限责任公司,规格：100片,咳特灵片,4,,3.68,效期： 2021-10-31 
江苏汉晨药业有限公司,规格：100ml:0.3%,盐酸氨溴索口服溶液,,￥5.50,,效期： 2021-10-30 
四川省通园制药集团有限公司（原四川省通园制药有限公司）,规格：10ml*10支,藿香正气水,3,,2.76,效期： 2021-08-31 
四川鑫达康药业有限公司,规格：5mg*50片,心达康片,7.35,,6.76,效期： 2022-12-31 
辰欣药业股份有限公司,规格：50mg*50片,盐酸普罗帕酮片,6.4,,5.89,效期： 2021-08-08 
山西汾河制药有限公司,规格：20mg*24片,磷酸苯丙哌林片,3.35,,3.08,效期： 2021-09-30 
广东一力罗定制药有限公司,规格：0.25g*24粒,穿王消炎胶囊,4.9,,4.51,效期： 2021-08-31 
湖北广仁药业有限公司,规格：0.35g*60片糖衣片,腰痛片,3.9,,3.59,效期： 2021-02-28 
宁夏金太阳药业有限公司,规格：0.23g*80片糖衣,平消片,16.8,,15.46,效期： 2022-09-30 
广东南国药业有限公司,规格：3ml,风油精,1.25,,1.15,效期： 2021-07-31 
苏州东瑞制药有限公司,规格：5mg*14片,苯磺酸氨氯地平片,10.5,,9.66,效期： 2022-01-02 
江苏康缘药业股份有限公司,规格：0.31g*100粒,桂枝茯苓胶囊,48.9,,45,效期： 2022-09-30 
通化吉通药业有限公司,规格：5片*2板,萘哌地尔片,5.2,,4.79,效期： 2022-12-31 
四川升和药业股份有限公司,规格：10g*10袋,通脉颗粒,6.2,,5.71,效期： 2021-08-31 
株洲千金药业股份有限公司,规格：144片,妇科千金片,36.5,,33.59,效期： 2022-05-31 
江西百神药业股份有限公司,规格：8.3g*2块*10袋,健脾八珍糕,25.8,,23.74,效期： 2021-12-31 
安徽东盛友邦制药有限公司,规格：10ml*6支,抗病毒口服液,,￥4.80,4.42,效期： 2022-01-31 
上海现代制药股份有限公司,规格：100片,门冬氨酸钾镁片,,￥9.80,9.02,效期： 2022-10-31 
桂林三金药业股份有限公司,规格：0.5g*20粒,复方田七胃痛胶囊,11.2,,10.31,效期： 2022-05-27 
四川济生堂药业有限公司,规格：0.3g*24粒,感咳双清胶囊,19.1,,17.58,效期： 2021-05-31 
北京红林制药有限公司,规格：75mg*20粒,吲哚美辛缓释胶囊,8.6,,7.91,效期： 2022-10-31 
广州白云山中一药业有限公司(广州中一药业有限公司）,规格：30g,三七化痔丸,27.5,,25.31,效期： 2022-02-28 
国药集团容生制药有限公司,规格：5mg*100片,醋酸泼尼松片,2.9,,2.67,效期： 2022-04-30 
北京福元医药股份有限公司(原北京万生药业有限责任公司）,规格：40mg*14片,替米沙坦片(舒尼亚),12,,11.04,效期： 2022-01-31 
兰州佛慈制药股份有限公司,规格：100丸,内消瘰疬丸,11,,10.12,效期： 2024-05-08 
广州白云山医药集团股份有限公司白云山制药总厂,规格：0.25g*50粒,阿莫西林胶囊,9.8,,9.02,效期： 2021-08-31 
广东汇通乳胶制品集团有限公司,规格：10只,天然胶乳橡胶避孕套(tatale香芬香草香润滑丝薄),5.1,,4.69,效期： 2024-09-30 
四川博仁药业有限责任公司,规格：段0.5kg,丝瓜络,37.8,,34.79,效期： 2024-11-02 
四川天利合药业有限公司,规格：净制1kg,浮小麦,,￥11.43,,效期：
扬子江药业集团广州海瑞药业有限公司,规格：2mg*10片,格列美脲片(佑苏),21,,19.33,效期： 2021-09-30 
山西汾河制药有限公司,规格：10mg*36片,维生素B6片,2.2,,2.02,效期： 2022-05-31 
江苏亚邦强生药业有限公司,规格：0.1g*6粒,头孢克肟胶囊,,￥2.90,,效期： 2021-06-30 
吉林真元制药有限公司,规格：18片*2板,消栓通络片,3.8,,3.5,效期： 2021-11-30 
湖北美宝药业股份有限公司,规格：100片,元胡止痛片,,￥2.30,2.12,效期： 2022-02-28 
四川天利合药业有限公司,规格：麸炒0.5kg,炒僵蚕,112,,103.07,效期：
陕西步长制药有限公司,规格：0.3g*18粒*2板,冠心舒通胶囊,22.2,,20.43,效期： 2021-11-30 
桂林华信制药有限公司,规格：50mg*12袋,尼美舒利颗粒,1.85,,1.7,效期： 2021-11-24 
山东昊福药业集团制药有限公司,规格：2g*12袋,小儿咳喘灵颗粒,2.4,,2.21,效期： 2021-12-10 
"NovartisFarmaS.p,A Italy",规格：0.3g*50片,奥卡西平片,173.68,,159.84,效期： 2022-06-01 
太极集团重庆桐君阁药厂有限公司,规格：60g,柏子养心丸,8.5,,7.82,效期： 2022-10-31 
山西华康药业股份有限公司,规格：0.31g*12片*2板,抗骨增生片,3.5,,3.22,效期： 2022-08-31 
江西新远健药业有限公司,规格：0.4g*24粒,穿王消炎胶囊,4,,3.68,效期： 2021-05-31 
广东汇通乳胶制品集团有限公司,规格：10只,天然胶乳橡胶避孕套(狂野魅力光面型),3.5,,3.22,效期： 2024-12-31 
广东逸舒制药股份有限公司,规格：0.25g*12粒,盐酸左氧氟沙星胶囊,6.5,,,效期： 2021-08-11 
福建太平洋制药有限公司,规格：16g（15g：0.15g:15mg),曲安奈德益康唑乳膏,6.15,,5.66,效期： 2022-09-30 
长春万德制药有限公司,规格：0.62g*28片*3小盒,糖尿乐片,17.2,,15.83,效期： 2023-01-31 
北京诺华制药有限公司,规格：200mg*30片,卡马西平片(得理多),26,,23.93,效期： 2024-11-30 
石家庄科迪药业有限公司,规格：0.3g*12粒*3板,癃闭舒胶囊,27.5,,25.31,效期： 2023-01-31 
成都市新津事丰医疗器械有限公司,规格：10ml1.2*30TW.LB*160支,一次性使用无菌注射器(带针),0.31,,0.29,效期： 2022-11-15 
圣大（张家口）药业有限公司,规格：40mg*2片,甲磺酸酚妥拉明片,,￥3.30,,效期： 2020-09-09 
湖北科伦药业有限公司委托河南科伦药业有限公司生产,规格：20ml:10g,葡萄糖注射液(50％)(塑管),1,,0.92,效期： 2021-11-30 
成都兴沣瑞中药饮片有限责任公司,规格：250g,半夏曲,,￥23.53,,效期： 2023-06-30 
四川菲德力制药有限公司,规格：10g*20袋,复方罗汉果止咳颗粒,,￥6.30,,效期： 2020-12-31 
成都利尔药业有限公司,规格：10mg*24片,盐酸西替利嗪片,8,,7.36,效期： 2021-05-12 
珠海同源药业有限公司,规格：50mg*30片,酒石酸美托洛尔片,5.2,,4.79,效期： 2022-07-31 
吉林龙泰制药股份有限公司,规格：8袋,荨麻疹丸,9,,8.28,效期： 2023-02-28 
南通华山药业有限公司,规格：0.25ug*20粒,阿法骨化醇软胶囊(法能),16.8,,15.46,效期： 2022-08-01 
北京中惠药业有限公司,规格：0.25g*48片,盐酸二甲双胍肠溶片,4.6,,4.23,效期： 2023-03-01 
马应龙药业集团股份有限公司,规格：55g*4袋,金玄痔科熏洗散,20.8,,19.14,效期： 2021-10-31 
海南中和药业股份有限公司,规格：0.5mg*7粒,恩替卡韦胶囊,16,,14.72,效期： 2022-07-12 
海南赞邦制药有限公司,规格：5mg*30片,格列吡嗪片(美吡达),,￥12.30,,效期： 2021-10-31 
上海现代制药股份有限公司,规格：50mg*6袋,罗红霉素干混悬剂(浦虹),2,,1.84,效期： 2021-07-31 
石药银湖制药有限公司,规格：10ml:0.5g*5支,碳酸氢钠注射液,3.2,,2.94,效期： 2021-12-04 
朗致集团万荣药业有限公司,规格：8g*10袋,复方氨酚那敏颗粒,3.53,,3.25,效期： 2021-10-11 
四川博仁药业有限责任公司,规格：青翘、净制1kg/袋,连翘,92.9,,85.5,效期： 2023-02-21 
贵州恒霸药业有限责任公司,规格：0.2g*12粒*3小盒,痹痛宁胶囊,18.5,,17.03,效期： 2021-09-30 
长春海外制药集团有限公司,规格：190mg*12片,氨基比林咖啡因片(投腾片)(双色),8.2,,7.55,效期： 2021-10-31 
河南省济源市济世药业有限公司,规格：240丸,藿香正气丸(浓缩丸),6.5,,5.98,效期： 2024-04-06 
广西麦克健丰制药有限公司,规格：0.28g*12片*2板,喉舒宁片,1.35,,1.24,效期： 2021-10-31 
济川药业集团有限公司,规格：2g*9袋,小儿豉翘清热颗粒,36.8,,33.87,效期： 2021-07-31 
精华制药集团股份有限公司,规格：50mg*100片,丙硫氧嘧啶片,15.9,,14.63,效期： 2022-05-31 
海南百信药业有限公司制药厂,规格：12袋,氨金黄敏颗粒,,￥5.50,,效期： 2021-11-30 
四川同人泰药业股份有限公司,规格：10g*12袋,止咳枇杷颗粒,4.6,,,效期： 2021-05-31 
国药集团汕头金石制药有限公司,规格：0.125g*12粒,头孢呋辛酯胶囊,5,,4.6,效期： 2022-06-30 
四川蓉康世圣药业有限责任公司新都分公司,规格：500ml,精久牌免洗手消毒凝胶,16.5,,15.19,效期： 2022-03-23 
江西海尔思药业股份有限公司,规格：0.26g*18片*6板 薄膜衣,抗宫炎片,8,,7.36,效期： 2022-10-15 
扬子江药业集团有限公司,规格：12片*2板,银杏叶片,,￥10.57,,效期： 2020-10-31 
长春英平药业有限公司,规格：0.35g*18片*4板,尿塞通片,8.8,,8.1,效期： 2023-03-01 
四川依科制药有限公司,规格：0.25g*10粒*5板,阿莫西林胶囊,4.3,,3.96,效期： 2022-06-30 
吉林省恒和维康药业有限公司,规格：0.25g12粒*5板,天麻胶囊,5.8,,5.34,效期： 2022-05-31 
远大医药(中国)有限公司,规格：1ml:1mg*2支,盐酸肾上腺素注射液,10.2,,9.39,效期： 2021-12-31 
吉林省密之康药业有限责任公司,规格：3g*10袋(大蜜丸),小活络丸,2.8,,2.58,效期： 2022-10-31 
江西彭氏国药堂饮片有限公司,规格：统/0.5kg/包,姜黄,20,,18.41,效期：
湖北舒邦药业有限公司,规格：10g,林可霉素利多卡因凝胶,3.1,,2.85,效期： 2021-11-30 
江西民济药业有限公司,规格：200ml,肾宝糖浆,14.4,,13.25,效期： 2021-08-31 
贵州太和制药有限公司,规格：0.4g*54粒,前列倍喜胶囊,41.5,,38.19,效期： 2021-09-27 
吉林省吴太感康药业有限公司,规格：16片,复方氨酚烷胺片(感康),,￥13.00,,效期： 2021-10-31 
合肥立方制药股份有限公司,规格：5mg*10片*2板,非洛地平缓释片(Ⅱ),,￥23.10,21.26,效期： 2022-11-07 
